Area,Construction,Room,Warehouse,Parking,Elevator,Address,Price,Description
108,1400,2,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۱٬۹۵۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">فروَش آپارتمان ۱۰۸ متری در معلم
نوساز و شیک
فول امکانات
نورگیر عالی
سند تک برگ</p>"
230,1395,3,True,True,True,۱ روز پیش در ساری، خیابان پانزده خرداد (خ. فرهنگ) | فروش آپارتمان,۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">فروش آپارتمان 230 متری
در بهترین مکان شهر(پانزده خرداد)
۵ طبقه ۹ واحد
طبقه سوم نما
ساختمان دو نبش و نورگیر عالی
تمام هوشمند
پایان کار ۹۵
کف پارکت
فول امکانات
فروش آپارتمان مشروط به سکونت یکساله فروشنده به صورت رهن کامل
زیر قیمت منطقه و بازار</p>"
149,1400,3,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۳٬۱۲۹٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">فروش آپارتمان ۱۴۹ متری در معلم
در طبقات۳ و ۴ و ۶
طبقه ششم پنت میباشد
فول امکانات
شیک و تمیز</p>"
85,1383,2,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۱٬۲۸۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">فروش آپارتمان 85 متری
بر اصلی پانزده خرداد
5 طبقه 18 واحد
طبقه 4 نما
آسانسور و پارکینگ و انباری
کابینت ام دی اف
شوفاژ مرکزی
موقعیت مکانی عالی و بی نظیر
نورگیر عالی</p>"
92,1401,2,True,True,True,۱ روز پیش در ساری، خیابان دخانیات | فروش آپارتمان,۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">فروش یک واحد آپارتمان نوساز_به متراژ۹۲ متر_۵طبقه ۱۵ واحد_طبقه اول برای فروش می باشد_دارای سند تک برگ_فول امکانات_دارای پارکینگ_انباری_اسانسور_ایفون تصویری_کمد دیواری_درب ریموت دار_کف سرامیک_ساختمان دو نبش می باشد با نورگیر عالی و نمای بسیار شیک و ساختمان زیبا_قیمت متری ۱۲ میلیون تومان.</p>"
110,1401,2,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">کارمندان آپارتمان ۱۱۰ متر  ۲ خواب خوش نقشه نوساز  خشک  آماده تحویل 
طبقه سوم  پنچ طبقه ده واحد
پارکینگ انباری آسانسور 
دسترسی عالی به مراکز خرید درمانی ادارات 
معاوضه با آپارتمان ۱۳۰ متری در منطقه یک انجام می‌شود
موارد مشابه موجود است 
همکاران مشاور املاک لطفا تماس نگیرند 
مشاورین  املاک کابوک 
مشاوره تخصصی ملک</p>"
125,1392,2,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">- نماى ساختمان سنگ و جنوبى
- هر اتاق داراى تِراس مستقل (٢ تراس)
- داراى سرویس بهداشتى ایرانى و یک سرویس فرنگى داخل حمام(داراى روشویى)
- حمام داراى امکانات نصب وان و جکوزى و داراى رادیاتور حوله خشک کُن
- هر اتاق داراى کمد دیوارى
- آشپزخانه اُپِن بزرگ و پُر کابینت و مَطبخ مستقل داراى نورگیر
- سینک ظرفشویى و هود و اجاق گاز روکار (همگى خارجى)
-روشویى داخل سرویس بهداشتى ایرانى، ساخت کشور امارات
- لوله کشى کولر اسپیلت تو کار
-درب ضد سرقت عالى
-آیفون تصویرى رنگى
- پنجره ها و درب تراس دو جداره
-سند ملک (زمین) شخصى بوده و وقفى نیست و ساختمان با مجوز ساخته شده و پایان کار در دست اقدام مى باشد.
- تجهیزات آسانسور جهت استاندارد سازى تعویض و به روز رسانى شده و تأییدیه  استاندارد اخذ شده
- داراى لوله کشى و باکس شیلنگ و شیر آب فشار قوى اطفاء حریق و کپسول
سال ساخت ١٣٩٢ ولیکن از این واحد فقط هشت ماه استفاده شده و کاملاً تمیز مى باشد و تاکنون نیز اجاره داده نشده است.
- داراى کنتور گاز و برق مستقل و یک خط ثابت تلفن (همگى بنام مالک)
خیابان فارابى - کوچه فارابى 10 (رسولپور) - فروشنده(مالک) ؛ کریمى</p>"
75,1400,2,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۵۹۵٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">سلام
مسکن مهر میارکلا
خرید از تعاونی
طبقه ۷
پارکینگ
آسانسور
انباری 
کف سرامیک
کابینت  MDF
 کمد دیواری
پکیج
روشویی
سینک
قیمت عالی
فایل های مشابه موجود می باشد.</p>"
118,1383,2,False,True,True,۱ روز پیش در ساری، خیابان المهدی (خ. پیروزی) | فروش آپارتمان,۱٬۷۷۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">۱۱۸متری
دو خواب
بازسازی شده صفر تا
 صد
رو به نما
کابینت ها و کمدها ام دی اف ترک درجه یک
طبقه سوم
بدون اسانسور
اپارتمان بر جاده اصلی اول المهدی
۲ پارکینگ اختصاصی
انباری
اپارتمان دو نبش
ادرس:شهابی اول المهدی</p>"
113,1396,3,True,False,True,۱ روز پیش در ساری، خیابان پانزده خرداد (خ. فرهنگ) | فروش آپارتمان,۱٬۴۲۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">اپارتمان ۱۱۳متری ۱۵خرداد</p>"
114,1391,2,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">فروش آپارتمان ۱۱۴متری شیک و نقلی 
طبقه چهارم،دو خواب،کف سرام،کابینت ام دی اف،پکج،شیرآلات،مطبخ،تراس،نماسنگ
دارای سند مالکیت و پایانکار
آسانسور،انباری،پارکینگ اختصاصی
بسیار خوش نقشه و شیک و نقلی و نورگیری عالی
موقعیت مکانی عالی و محله دنج آرام
با یک بار دیدن پسند میکنید
لطفاً خریدار واقعی تماس بگیرد سپاسگزارم
چت پاسخگو نیستم تماس بگیرید سپاسگزارم
صفر نهصدو سی وسه صدو نودو نه سه هزار و نه
***********</p>"
